title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Fireplace,Cellar
,"Quezon City, Metro Manila","₱ 37,000,000","(₱ 74,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_813616f3e858-f0bf-dcc2-c349-78948089,01915012-056d-7ddc-ae9a-141b6a383681,4,5,500 m2,500 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6751942,121.101558,"Vista Real Classica, Kingsway St, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Water', 'Patio', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Utility room']",0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 543,478 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pansol-metro-manila_c9543abfd82e-0271-dee2-77a7-32718089,FSHL-80786,4,5,230 m2,520 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6657894,121.0850216,"Ayala Heights, Ayala Heights Drive, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Patio']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 62,000,000","(₱ 116,981 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_b47e2a02ac1c-cac1-1dd2-50a5-b8b86089,CLBNK783-1A,4,4,530 m2,,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6369899,121.0712826,"Xavierville 2, Jocson, Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 147,096 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_9715bd7357a3-4fff-7dd2-73bf-fadb9089,0190ecfa-ae62-7cc2-aaa5-6f2462ce4820,4,5,237.94 m2,240 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6737113,121.0957014,"Vista Real Classica, Vista Real Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Grill', 'Built-in kitchen', 'Utility room']",0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,,
,"Quezon City, Metro Manila","₱ 185,000,000","(₱ 370,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_fbeaf66ca288-d510-cdd2-97f3-a96e7089,RESIDOT002464,4,4,500 m2,406 m2,,"4 Bedroom House for sale in White Plains, Metro Manila",14.6032829,121.0712349,"White Plains Association Incorporated, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Equipped kitchen', 'Electricity']",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 32,000,000","(₱ 160,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_67e0cbad02c6-e2be-dfa5-a68a-2e3ceaba,OP-WS,4,3,200 m2,184 m2,2,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6369899,121.0712826,"Xavierville 2, Jocson, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 3,900,000","(₱ 55,714 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-house-for-sale-in-nagkaisang-nayon-metro-manila_a47c60fad132-765f-0112-6892-23096089,CLBNK632,2,2,70 m2,35 m2,,"2 Bedroom House for sale in Nagkaisang Nayon, Metro Manila",14.7202989,121.019669,"Nagkaisang nayon novaliches Quezon city, Mendoza compound, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 49,500,000",,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_a585d2628155-4290-edd2-2bf1-3ef96089,FSHL-80840,4,4,,900 m2,2,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6815238,121.092982,"Filinvest 1 Subdivision, Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 19,000,000","(₱ 58,462 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-fairview-metro-manila_567e522cf137-4770-e222-6e32-48556089,01934415-76b3-777b-9225-268ad774b234,6,5,325 m2,226 m2,,"6 Bedroom House for sale in Fairview, Metro Manila",14.7056152,121.0783502,"East Fairview Park Subd., Don Jose Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 73,000,000","(₱ 132,727 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-batasan-hills-metro-manila_ec0543c8f809-db01-bb88-eb5d-9b6d334b,e566c3e0-c4eb-11ee-89ec-091a1d6549db,6,6,550 m2,310 m2,,"6 Bedroom House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Cellar', 'Guardhouse', 'Built-in kitchen']",0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,1.0
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 214,286 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_d7dd05d90f89-5601-bb88-adae-93eec4fd,ca5dbb60-bfcf-11ee-8934-01a90c49cc2c,4,4,350 m2,416 m2,1,"4 Bedroom House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6540693,121.0299713,"Philam Homes, West Avenue, Philam, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe']",0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 140,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bahay-toro-metro-manila-near-lrt-1-roosevelt_c2e22b12ad3a-1371-2bb2-07ee-19697089,01920308-bb29-7ee7-8268-f6cf78e77b7d,4,3,200 m2,401 m2,2,"4 Bedroom House for sale in Bahay Toro, Metro Manila near LRT-1 Roosevelt",14.6663154,121.02075,"Road 12, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 140,000,000","(₱ 164,706 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_0eb047c68d5d-7c60-0f75-74e6-a985317a,FSHL-8029,5,5,850 m2,576 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6737037,121.0911911,"Capitol Park Homes, Amsterdam Ave, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 38,000,000","(₱ 110,145 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-holy-spirit-metro-manila_6f4f8da223ea-a46f-aee2-988c-ca676089,TG-SM588,6,6,345 m2,345 m2,,"6 Bedroom House for sale in Holy Spirit, Metro Manila",14.687194,121.0765048,"Holy Spirit, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 15,154,000","(₱ 150,040 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-fairview-metro-manila_9b2c5714f6ac-051f-25d2-7fe9-58536089,01936414-0ba2-7c47-a849-df3a5824d7e0,3,2,101 m2,407 m2,,"3 Bedroom House for sale in Fairview, Metro Manila",14.7094141,121.079885,"Kent Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 60,000,000","(₱ 150,000 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-teachers-village-east-metro-manila_9750476,OB143,4,4,400 m2,510 m2,,"4 Bedroom House for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teachers Village East, Diliman, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Water', 'Built-in kitchen']",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 108,333 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-batasan-hills-metro-manila_9a09f83ef5ab-0b20-d775-aa9c-2d13ff7c,6728,8,6,600 m2,308 m2,,"8 Bedroom House for sale in Batasan Hills, Metro Manila",14.6765295,121.0948941,"5 Solomon St. Tivoli Royale Subdivision, Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 15,000,000","(₱ 150,000 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-rizal_8854468,d22a1d49-cf57-42d1-87d2-acfd373f6e34,4,4,100 m2,,2,"4 Bedroom House for sale in Teachers Village East, Metro Manila",14.64370578,121.06001928,"84 Mahiyain, Teachers Village West, Quezon City, Second District NCR, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 70,000,000","(₱ 233,333 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_5dfb9a1cb489-87a0-cf85-83f5-af56db8b,DS88-002719,3,3,300 m2,400 m2,,"3 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6354708,121.0684058,"Xavierville Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 128,000,000","(₱ 134,737 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-pasong-tamo-metro-manila_87fa8714c3f3-3a5e-eaa2-d79b-b7cb9089,0190ed2e-e02c-7ffb-b4f6-6a6d5821fa21,7,7,950 m2,500 m2,,"7 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6746752,121.0590176,"Mira-Nila Homes, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Car park', 'Garden', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 147,096 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_bcf12299e629-430f-f992-8fc6-52ee9089,0190bb74-3da1-700a-a965-073b00778ade,4,5,237.94 m2,240 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6767051,121.1009762,"Vista Real Classica, Real Classica, Matandang, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 234,375 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_18c550510320-c921-bb88-5eed-9b6a2332,7667f3e0-cbb4-11ee-870d-976984944d18,4,6,320 m2,416 m2,1,"4 Bedroom House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6540693,121.0299713,"Philam Homes, West Avenue, Philam, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Electricity', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 250,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_c343006ba5fe-b49e-8ad5-2257-3981b632,763e8106-2477-4cf1-b05e-ba4fe399656d,4,4,300 m2,416 m2,1,"4 Bedroom House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6540693,121.0299713,"Philam Homes, West Avenue, Philam, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 300,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_e00416db98ed-08ae-bb88-ad9d-91189296,30701880-c0cf-11ee-bf19-cb10ec38599b,4,5,250 m2,416 m2,1,"4 Bedroom House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6540693,121.0299713,"Philam Homes, West Avenue, Philam, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe']",0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 150,000,000","(₱ 312,500 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-white-plains-metro-manila_eaed4bda8ae2-0011-8965-1184-2a5f41ae,ES - WHITE PLAINS,5,5,480 m2,513 m2,,"5 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 17,000,000","(₱ 162,353 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_ef73741cf239-b5df-c2e5-3f90-a9e11244,55788b0f-90a6-4b7d-ac4e-067ad85262ab,3,2,104.71 m2,290 m2,2,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.674965,121.0508889,"Regina Village, Don Mariano, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 85,000,000","(₱ 121,429 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-malanday-metro-manila_9402512,RM 531 - Loyola Grand Villas,4,5,700 m2,600 m2,,"4 Bedroom House for sale in Pansol, Metro Manila",14.6544878,121.0862184,"Loyola Grand Villas, Soliven III Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Terrace', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000","(₱ 76,687 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-putik-proper-metro-manila_eb4547017f24-4290-edd2-d1e5-8bf96089,FSHL-80845,4,4,326 m2,306 m2,,"4 Bedroom House for sale in Pasong Putik Proper, Metro Manila",14.7389606,121.0676605,"sacred heart village, St. Matthew, pasong putik proper, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 55,000,000","(₱ 157,143 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-balintawak_e7f310e130ca-819f-90c5-aec5-4bd95f59,RCA 077,5,5,350 m2,567 m2,,"5 Bedroom House for sale in Apolonio Samson, Metro Manila near LRT-1 Balintawak",14.6573464,121.0039818,"Balintawak Market Road, Balintawak, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 13,000,000","(₱ 46,429 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-batasan-hills-metro-manila_00f84d7e7d4f-d811-7dd2-4f6b-6e176089,TG-SM595,3,3,280 m2,156 m2,,"3 Bedroom House for sale in Batasan Hills, Metro Manila",14.6827416,121.1073641,"Filinvest 2, Gold, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in kitchen']",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 156,250 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-batasan-hills-metro-manila_cefaadf88d9d-191e-9e35-06a1-01d80115,48891c89-8f39-46b0-b808-c0c11acffabd,5,5,800 m2,368 m2,,"5 Bedroom House for sale in Batasan Hills, Metro Manila",14.6752048,121.0927493,"Tivoli Royale, Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 166,667 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-santa-lucia-metro-manila_47bf22bf4f6a-fb91-1aa2-3cd3-61cf7089,TG-SM541,3,2,120 m2,200 m2,,"3 Bedroom House for sale in Santa Lucia, Metro Manila",14.7065534,121.0532934,"Bonifacio Street, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Water']",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 66,667 / m2)",https://www.dotproperty.com.ph/3-bedroom-house-for-sale-in-apolonio-samson-metro-manila-near-lrt-1-roosevelt_4824292,PHRESIWEB000016,3,2,600 m2,,1,"3 Bedroom House for sale in Apolonio Samson, Metro Manila near LRT-1 Roosevelt",14.655271,121.014932,"86 Lorraine, Balintawak, Quezon City, 1106 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 24,500,000","(₱ 70,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-commonwealth-metro-manila_57f4838267ea-e701-6ba5-127b-adf82405,FSHL-80680,5,5,350 m2,180 m2,,"5 Bedroom House for sale in Commonwealth, Metro Manila",14.6966972,121.0822362,"Commonwealth, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 75,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-fairview-metro-manila_7e918ee71502-4fe0-e305-461d-539aed69,FSHL-80753,4,4,400 m2,456 m2,,"4 Bedroom House for sale in Fairview, Metro Manila",14.7021785,121.0682102,"Fairview, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 187,000,000","(₱ 203,261 / m2)",https://www.dotproperty.com.ph/ads/8-bedroom-house-for-sale-in-matandang-balara-metro-manila_56bf575ca5b9-946f-6c85-7c34-281af391,806af817-56d2-41d3-a350-0e4fd424ae34,8,8,920 m2,"1,120 m2",,"8 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 84,000,000",,https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-culiat-metro-manila_fab7e05d6cd4-16f1-bbc5-7a0b-c7be0563,JRE-237,4,4,,"1,000 m2",,"4 Bedroom House for sale in Culiat, Metro Manila",14.6701147,121.0607418,"Tierra Pura Homes, Tandang Sora Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 78,000,000","(₱ 219,718 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-anonas_f311f4f8924e-cac1-1dd2-fa2e-e9b86089,CLBNK778-1A,4,3,355 m2,454 m2,,"4 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Anonas",14.6358442,121.064742,"1 Xavierville Avenue, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 105,000,000",,https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-phil-am-metro-manila-near-mrt-3-north-avenue_4c703119190d-9f51-9ff2-c67c-67847089,nc983,3,3,,434 m2,,"3 Bedroom House for sale in Phil-Am, Metro Manila near MRT-3 North Avenue",14.6485517,121.0312271,"Philam Homes Clubhouse, Baguio Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 35,000,000","(₱ 147,096 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_a4f79cf7fd6f-1961-4ee2-8f15-c73f9089,0190a62d-48a1-7bb5-8308-a3ca2ad02a5f,4,5,237.94 m2,240 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6751942,121.101558,"Vista Real Classica, Kingsway St, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 20,000,000","(₱ 133,333 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-house-for-sale-in-sikatuna-village-metro-manila_1436a0083d06-027f-3fc5-46d9-9e55eb56,34eb44b0-0c35-4da6-a279-39c6199f3658,2,2,150 m2,200 m2,1,"2 Bedroom House for sale in Sikatuna Village, Metro Manila",14.6387367,121.0585922,"Sikatuna Village, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
