title,location,price,price_per_sqm,url,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Cellar,Fireplace
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 282,051 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-horseshoe-metro-manila-near-lrt-2-betty-go-belmonte_3ea12ae26dbf-cc2f-e045-e968-bc307bd8,5,3,390 m2,330 m2,,"5 Bedroom House for sale in Horseshoe, Metro Manila near LRT-2 Betty Go-Belmonte",14.6109802,121.0436062,"Horseshoe Village, Sunset Dr, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Water']",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 277,778 / m2)",https://www.dotproperty.com.ph/5-bedroom-house-for-sale-in-ugong-norte-metro-manila_2884630,5,7,900 m2,"1,000 m2",2,"5 Bedroom House for sale in Ugong Norte, Metro Manila",14.598162,121.075072,"12 Blue Bird, Quezon City, 1110 Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Library', 'Grill', 'Video cable']",0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,,
,"Quezon City, Metro Manila","₱ 33,000,000","(₱ 124,528 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-pasong-putik-proper-metro-manila_a59dc2b2d20a-61d1-4992-1946-97b97089,5,5,265 m2,413 m2,,"5 Bedroom House for sale in Pasong Putik Proper, Metro Manila",14.7257395,121.052143,"Brittany Neopolitan Subdivision, Mindanao Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 138,000,000","(₱ 151,648 / m2)",https://www.dotproperty.com.ph/7-bedroom-house-for-sale-in-matandang-balara-metro-manila_9257991,7,8,910 m2,432 m2,,"7 Bedroom House for sale in Matandang Balara, Metro Manila",14.6704637,121.0909029,"Capitol Hills Golf Subdivision Multi Purpose Hall, Wood, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 95,563 / m2)",https://www.dotproperty.com.ph/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_4900534,3,4,293 m2,,,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.676041,121.0437,"218 Narra St, Quezon City, 1810 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 320,250,000","(₱ 350,000 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-ugong-norte-metro-manila_f4ee69bc17c2-4d30-f0f5-c81d-b1a77caf,6,6,915 m2,,2,"6 Bedroom House for sale in Ugong Norte, Metro Manila",14.6012827,121.0762005,"Green Meadows Avenue, Bagumbayan, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Balcony', ""Children's area"", 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Utility room', 'Video cable']",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 118,000,000","(₱ 98,333 / m2)",https://www.dotproperty.com.ph/ads/11-bedroom-house-for-sale-in-culiat-metro-manila_b7c617e648ce-92f1-7112-e7a3-f39c9089,11,11,"1,200 m2",647 m2,,"11 Bedroom House for sale in Culiat, Metro Manila",14.6701147,121.0607418,"Tierra Pura Homes, Tandang Sora Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1.0,
,"Quezon City, Metro Manila","₱ 215,000,000","(₱ 143,333 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-white-plains-metro-manila_a8b19c75fad1-d42f-e442-9219-2c3c7089,7,7,"1,500 m2",700 m2,,"7 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Car park', 'Garden']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 190,000,000","(₱ 172,727 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-blue-ridge-a-metro-manila_b8e11d254e53-c3c0-4002-c554-72857089,5,8,"1,100 m2",915 m2,,"5 Bedroom House for sale in Blue Ridge A, Metro Manila",14.6219781,121.0757883,"Blue Ridge A, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 195,000,000","(₱ 243,750 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-white-plains-metro-manila_3632eade007a-c8b1-ca85-a2ad-eba2ee00,7,7,800 m2,427 m2,,"7 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 38,000,000","(₱ 114,251 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_e42bd9cfdb65-b120-bb88-2ac2-98fe7543,4,4,332.6 m2,300 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Terrace', 'Water', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 210,674 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_06bc2ff3f9e0-d92e-7e15-7d14-834be89c,5,4,356 m2,340 m2,2,"5 Bedroom House for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6369863,121.0722067,"Varsity Hills, R Alucto St, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 40,000,000","(₱ 100,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-matandang-balara-metro-manila_29ce472cc1dc-9970-e882-df4f-f5507089,4,4,400 m2,430 m2,,"4 Bedroom House for sale in Matandang Balara, Metro Manila",14.6682133,121.0804769,"Clouds Lane Alpha Village, Capitol Hills Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Equipped kitchen', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 70,119 / m2)",https://www.dotproperty.com.ph/9-bedroom-house-for-sale-in-pasong-tamo-metro-manila_4821169,9,7,927 m2,,2,"9 Bedroom House for sale in Pasong Tamo, Metro Manila",14.676041,121.0437,"218 Narra St, Quezon City, 1810 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 55,000,000","(₱ 91,667 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-commonwealth-metro-manila_ffc194a76fd4-08f0-d112-8597-1d548089,6,9,600 m2,420 m2,,"6 Bedroom House for sale in Commonwealth, Metro Manila",14.7058578,121.0821435,"Do&ntilde;a Carmen Heights, Dona Carmen Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony', 'Terrace', 'Patio', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,
,"Quezon City, Metro Manila","₱ 105,000,000","(₱ 269,231 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-white-plains-metro-manila_6acafb0aed09-445e-3882-fdaf-2a658089,4,4,390 m2,390 m2,251,"4 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Office']",0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.0,
,"Quezon City, Metro Manila","₱ 225,000,000","(₱ 543,478 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagumbayan-metro-manila_9ac7d40b3b6b-15a1-ace5-6ca0-9815a28b,5,5,414 m2,,,"5 Bedroom House for sale in Bagumbayan, Metro Manila",14.6033109,121.07654,"Acropolis Greens Club House, Penelope Lane, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 31,000,000","(₱ 93,373 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-central-metro-manila_455c82cdea5d-7a5f-7585-d3f4-58b78b75,3,4,332 m2,68 m2,,"3 Bedroom House for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 61,600,000","(₱ 110,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_a04c2da6cecb-363e-2ff2-0551-0c628089,5,4,560 m2,900 m2,,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6695297,121.0929864,"Capitol Homes, London Avenue, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 8,000,000","(₱ 40,875 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagbag-metro-manila_1df3b31a869f-7fbe-e442-fca6-53176089,4,5,195.72 m2,100 m2,3,"4 Bedroom House for sale in Bagbag, Metro Manila",14.6946555,121.0247525,"Kingspoint Grand Villas, King Alexander Street, Novaliches, Quezon City, Metro Manila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 24,800,000","(₱ 110,222 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_212616668955-8660-6dd5-9ae5-e7a4ceba,3,2,225 m2,300 m2,,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Balcony', 'Electricity', 'Water']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 18,870,000","(₱ 62,900 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_3495a7e4790f-4dc0-8ef5-7ef9-a2745659,4,3,300 m2,264 m2,,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.7035887,121.1096683,"Bagong Silangan, Quezon City, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 75,000,000","(₱ 150,593 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_de05fcd4b991-d0e1-0d25-ac12-b1365c94,4,5,498.03 m2,278 m2,,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Car park', 'Balcony', 'Electricity', 'Water', 'Alarm', 'Built-in wardrobe']",0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 250,000,000","(₱ 333,333 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-kaligayahan-metro-manila_8d0a6ee35463-bf7f-f9d5-7a9b-87815218,5,5,750 m2,414 m2,,"5 Bedroom House for sale in Kaligayahan, Metro Manila",14.7380145,121.0409967,"Acropolis, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 14,000,000","(₱ 63,636 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_f7913dbf2dca-b2e1-59d2-3315-ddc49089,4,3,220 m2,157 m2,2,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.7098461,121.1085952,"Spring Heights II, FILINVEST 2, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 190,000,000","(₱ 237,500 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-white-plains-metro-manila_0ca8207121ac-792f-5662-0795-7aa27089,7,5,800 m2,427 m2,,"7 Bedroom House for sale in White Plains, Metro Manila",14.6063413,121.072206,"White Plains, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Tennis court', 'Terrace']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,
,"Quezon City, Metro Manila","₱ 90,000,000","(₱ 147,541 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-batasan-hills-metro-manila_1ea006b8bac5-7f41-8515-a028-98c3c9df,5,4,610 m2,310 m2,,"5 Bedroom House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Utility room']",0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 82,000,000","(₱ 157,692 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-mariana-metro-manila-near-lrt-2-gilmore_6cf9b1c82942-c98e-6695-572c-dc02ae9a,4,5,520 m2,200 m2,,"4 Bedroom House for sale in Mariana, Metro Manila near LRT-2 Gilmore",14.6163297,121.0306432,"New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 18,000,000","(₱ 35,294 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-tandang-sora-metro-manila_5e6adaab1c58-36d0-1145-97a5-d6878aa2,7,6,510 m2,240 m2,3,"7 Bedroom House for sale in Tandang Sora, Metro Manila",14.6880976,121.0462525,"San Pedro 6 Subdivision | Tandang Sora, QC, Emerald Street, Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden', 'Electricity', 'Water', 'Grill', 'Utility room']",0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 8,255,000","(₱ 34,396 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_c18f9412461c-e20f-0aa5-7f58-209f7127,4,3,240 m2,101 m2,,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 85,000,000","(₱ 170,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_9b53b487c85c-69b0-3475-7d08-70243e06,4,5,500 m2,323 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 45,000,000","(₱ 112,500 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_9692164,4,4,400 m2,550 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.684641,121.1092107,"2 Filinvest 2 Road, QC, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', 'Equipped kitchen', 'Electricity', 'Water', 'Patio', 'Built-in wardrobe', 'Built-in kitchen']",0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 22,000,000","(₱ 55,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-batasan-hills-metro-manila_7363454e60bf-f880-4502-42be-db3d8089,5,5,400 m2,216 m2,2,"5 Bedroom House for sale in Batasan Hills, Metro Manila",14.6904546,121.0994761,"Filinvest 2 Subdivision, Filinvest 2 Road, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Water', 'Utility room']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 30,000,000","(₱ 66,667 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagong-silangan-metro-manila_ce41dd8d88cf-90f1-1fa5-7592-8e4fdd92,4,4,450 m2,375 m2,2,"4 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Garden']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 95,000,000","(₱ 111,765 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_7cab8f6d7610-c420-2dd2-d001-a2548089,4,5,850 m2,364 m2,,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6752048,121.0927493,"Tivoli Royale, Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Water', 'Alarm', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Utility room']",0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 37,500,000","(₱ 93,750 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-culiat-metro-manila_84593410f823-c2f1-acc2-69c4-09987089,5,4,400 m2,350 m2,,"5 Bedroom House for sale in Culiat, Metro Manila",14.6682682,121.0658947,"Villa Firenze Subdivision, Quezon City, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 135,000,000","(₱ 270,000 / m2)",https://www.dotproperty.com.ph/4-bedroom-house-for-sale-in-white-plains-metro-manila_8059976,4,4,500 m2,,,"4 Bedroom House for sale in White Plains, Metro Manila",14.606612,121.070913,"4 Roseville, Quezon City, 1110 Metro Manila, Philippines",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 25,000,000","(₱ 45,455 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-san-isidro-metro-manila_4f8be6b06b83-a32e-cb88-e4e0-9ee61fd8,5,4,550 m2,300 m2,2,"5 Bedroom House for sale in San Isidro, Metro Manila",14.6115429,121.00997061,"14-16 Visayas Ave, San Isidro, Quezon City, Second District NCR, National Capital Region, PHL","['Air conditioning', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Utility room', 'Cistern']",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,,
,"Quezon City, Metro Manila","₱ 190,000,000",,https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-loyola-grand-villas-ramon-magsaysay-metro-manila-near-lrt-1-roosevelt_eb8311913989-77e0-37e5-5f54-de87630a,5,8,,"1,150 m2",,LOYOLA GRAND VILLAS,14.660386,121.02271,"Pansol, Quezon City","['Swimming pool', 'Security', 'Car park']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 13,000,000","(₱ 46,429 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-batasan-hills-metro-manila_00f84d7e7d4f-d811-7dd2-4f6b-6e176089,3,3,280 m2,156 m2,,"3 Bedroom House for sale in Batasan Hills, Metro Manila",14.6827416,121.1073641,"Filinvest 2, Gold, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Electricity', 'Water', 'Built-in kitchen']",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 59,000,000","(₱ 93,949 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-batasan-hills-metro-manila_6baf50bbc7a2-5d01-17b5-4830-3dbe8675,7,8,628 m2,300 m2,3,"7 Bedroom House for sale in Batasan Hills, Metro Manila",14.6815238,121.092982,"Filinvest 1 Subdivision, Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Balcony']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 22,000,000","(₱ 55,000 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagong-silangan-metro-manila_d8aaa9aca28e-ae81-2882-6fbb-1e8e8089,5,5,400 m2,216 m2,,"5 Bedroom House for sale in Bagong Silangan, Metro Manila",14.702465,121.1068933,"48 Filheights Avenue, QC, Kalakhang Maynila, Pilipinas","['Car park', 'Hot Tub']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 100,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-quirino-2-a-metro-manila-near-lrt-2-anonas_5daeb7df63fc-1b1e-98c5-5508-a6b3f0fb,4,4,280 m2,100 m2,3,"4 Bedroom House for sale in Quirino 2-A, Metro Manila near LRT-2 Anonas",14.6313062,121.0607418,"Project 2, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
