title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Swimming pool,Air conditioning,Gym,Internet,Security,Car park,Garden,Balcony,Tennis court,Children's area,Equipped kitchen,Electricity,Concierge,Elevator,Roof garden,Water,Alarm,Access for the disabled,Guardhouse,Built-in kitchen,Utility room,Video cable,Patio,Cistern,Panoramic view,Library,Terrace,Heating,Fireplace,Built-in wardrobe,Cellar,Grill,Hot Tub,Natural gas,Office,Sauna
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_d8506df6301b-8b0e-f552-7bdc-cf117089,PH00124,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,445,000.00","(₱ 306,905 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-hawthorne-heights-loyola-heights-metro-manila-near-lrt-2-katipunan_64aef58d373f-caf1-6dd2-93c5-af5a9089,0190f4af-4d60-7cc3-8afd-a626c14abf53,,1,21 m2,,Hawthorne Heights,14.633033,121.074003,"267 Katipunan Avenue, Quezon City, Metro Manila, P","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Library', 'Elevator', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Built-in kitchen', 'Video cable']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,,,,1.0,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱10,000,000.00","(₱ 212,766 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-arton-loyola-heights-metro-manila-near-lrt-2-katipunan_97aef9d3320b-b35e-b332-45fb-0c127089,DS88-003011,1,,47 m2,,The Arton,14.632048,121.07535,"The Arton by Rockwell, Aurora Boulevard, Quezon Ci","['Swimming pool', 'Gym', 'Security', 'Car park', 'Tennis court', ""Children's area""]",1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,557,664.00","(₱ 285,008 / m2)",https://www.dotproperty.com.ph/condo-for-sale-in-hawthorne-heights-quezon-city-metro-manila-near-lrt-2-katipunan_4312994,9dbd186c-a0ff-4334-a8ad-5f58f6686098,,1,19.5 m2,41,Hawthorne Heights,14.633033,121.074003,"267 Katipunan Avenue, Quezon City, Metro Manila, P","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Electricity', 'Library']",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.0,,,,,,,,,,
,"Quezon City, Metro Manila","₱15,100,000.00","(₱ 328,261 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-ugong-norte-metro-manila_9002f715eb96-af7e-cfe2-d56b-af968089,019130af-e34c-7bad-b2af-30eb482a7990,1,1,46 m2,28,"1 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.594456,121.0800149,"Bridgetowne Pasig, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱6,000,000.00","(₱ 230,769 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-san-roque-metro-manila-near-lrt-2-anonas_862bee497b8c-0180-6092-bca4-74e37089,9493954622,,1,26 m2,26,"Condo for sale in San Roque, Metro Manila near LRT-2 Anonas",14.6237133,121.060675,"MIRA by RLC Residences, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0
,"Quezon City, Metro Manila","₱4,600,000.00","(₱ 148,387 / m2)",https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-tagumpay-metro-manila-near-lrt-2-anonas_9173917,dbe5050c-adde-45c5-85d7-7c89ae003616,1,1,31 m2,27,"1 Bedroom Condo for Sale or Rent in Tagumpay, Metro Manila near LRT-2 Anonas",14.62337237,121.06313467,"21st Avenue, Tagumpay, Quezon City, Metro Manila, National Capital Region, PHL","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Elevator', 'Roof garden', 'Water', 'Patio', 'Access for the disabled', 'Grill', 'Built-in kitchen']",1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1.0,,,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱9,582,360.00","(₱ 282,000 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_e1640304d904-e4c0-aaa2-a5d9-efc56089,PH00177,,1,33.98 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱9,582,360.00","(₱ 282,000 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_d1b42b015d46-e4c0-aaa2-63e4-7fc56089,PH00172,,1,33.98 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱9,582,360.00","(₱ 282,000 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_7dd1e3c15919-e4c0-aaa2-08c5-22c56089,PH00171,,1,33.98 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱5,400,000.00","(₱ 192,857 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_1e58cbbdfb4a-8a9e-7a55-4a0e-7fd1dbe5,MIRA STUDIO,1,1,28 m2,28,MIRA,14.623167,121.059649,,"['Gym', 'Security', ""Children's area"", 'Elevator']",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱8,500,165.00","(₱ 254,954 / m2)",https://www.dotproperty.com.ph/ads/condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_74bfc30a839a-3180-3ee2-4419-07667089,PH0093,,1,33.34 m2,12,Primehomes Capitol Hills,14.66556,121.077293,,"['Gym', 'Security', 'Elevator']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱13,000,000.00","(₱ 228,070 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-balingasa-metro-manila-near-lrt-1-balintawak_f5208aea25ed-e4f1-2d02-0359-0a6e7089,Sentrove Alveo,1,1,57 m2,8,"1 Bedroom Condo for sale in Balingasa, Metro Manila near LRT-1 Balintawak",14.6550249,121.0018197,"Sentrove at Cloverleaf by Alveo Land, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,
,"Quezon City, Metro Manila","₱10,000,000.00","(₱ 212,766 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_2c91600c9489-ae01-0662-0af9-b8128089,DS88-003011,1,1,47 m2,,"1 Bedroom Condo for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6317311,121.0749915,"The Arton by Rockwell, Aurora Boulevard, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1.0,,,,,1.0,,,,,1.0,
,"Quezon City, Metro Manila","₱8,700,000.00","(₱ 108,750 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_910c2eb120ea-b9c0-dfa5-8425-ffab4885,ORI052,2,1,80 m2,52,The Oriana,14.62791,121.068601,,"['Swimming pool', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse']",1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1.0,,1.0,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱9,142,111.00","(₱ 228,553 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_1aa3a0d238b7-8a81-f772-51a1-d14a8089,BENCH MIRA 1BR,1,1,40 m2,,MIRA,14.623167,121.059649,,"['Gym', 'Security', ""Children's area"", 'Elevator']",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱6,781,232.00","(₱ 260,817 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_b7f63b2a5047-8a81-f772-31c2-f24a8089,BENCH MIRA STUDIO,1,1,26 m2,,MIRA,14.623167,121.059649,,"['Gym', 'Security', ""Children's area"", 'Elevator']",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱5,100,000.00","(₱ 227,679 / m2)",https://www.dotproperty.com.ph/condo-for-sale-in-pinyahan-metro-manila-near-mrt-3-north-avenue_9421851,10-Sola 2,,1,22.4 m2,18,"Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 North Avenue",14.65202318,121.0352625,"4th Floor, Ayala Malls Vertis Triangle Exchange, North, North Ave, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Cistern']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1.0,1.0,1.0,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱7,300,000.00","(₱ 251,724 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-quezon-city-metro-manila_7457f05663af-1441-7442-f313-0dc38089,ODT STU 20/08/24 *Boosted*,1,1,29 m2,,"1 Bedroom Condo for sale in Quezon City, Metro Manila",14.6381658,121.0262877,"DMCI Homes (Formerly Delta Building), Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Terrace', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,
,"Quezon City, Metro Manila","₱5,843,000.00","(₱ 194,767 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mariblo-metro-manila_a0cd13af3578-2a1e-c6d2-084e-6b4b7089,0192e5e3-b519-7c3d-b8f7-1246af68cd9f,1,1,30 m2,45,"1 Bedroom Condo for sale in Mariblo, Metro Manila",14.6342932,121.0166807,"Cameron Residences, Mapalad, San Francisco del Monte, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Patio', 'Alarm', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Utility room', 'Cistern']",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,
,"Quezon City, Metro Manila","₱8,400,000.00","(₱ 158,491 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_54bcbb4cce4f-0e1f-7915-9344-f394a6e5,JRP-RS,1,1,53 m2,6,"1 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.6047661,121.0804523,"Dream Tower, Calle Industria, Brgy. Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Balcony', 'Electricity', 'Elevator', 'Water', 'Guardhouse']",1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱15,000,000.00","(₱ 326,087 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-ugong-norte-metro-manila_d711b9077ef5-3ae0-be42-f13b-af968089,019130af-e68a-75be-9bf6-4ab2290e882c,1,1,46 m2,28,"1 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.594456,121.0800149,"Bridgetowne Pasig, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱4,600,000.00","(₱ 191,667 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-bagumbayan-metro-manila_e5fa2275f22e-dfc0-fc72-5767-43517089,CTP30ECRS,1,1,24 m2,40,"1 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.6065926,121.0791619,"CIRRUS RESIDENCES, Bridgetowne Destination Estate, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Garden', 'Equipped kitchen', 'Panoramic view', 'Elevator', 'Built-in wardrobe', 'Built-in kitchen']",1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,1.0,,,,,1.0,,,,,,
,"Quezon City, Metro Manila","₱10,104,863.00","(₱ 214,997 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-arton-loyola-heights-metro-manila-near-lrt-2-katipunan_22c95a60354b-b35e-b332-30df-8c127089,DS88-003008,1,,47 m2,,The Arton,14.632048,121.07535,"The Arton by Rockwell, Aurora Boulevard, Quezon Ci","['Swimming pool', 'Gym']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱78,500.00",(₱ 809 / m2),https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-bagong-pag-asa-metro-manila-near-mrt-3-quezon-avenue_87dd9d062fee-1f8e-5188-9210-920b8a24,Orean Place Vertis,2,2,97 m2,12,"2 Bedroom Condo for sale in Bagong Pag-Asa, Metro Manila near MRT-3 Quezon Avenue",14.6479977,121.0393012,"Alveo Orean Place Tower 1, Vertis Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,"Quezon City, Metro Manila","₱17,137,000.00","(₱ 219,705 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_610e93562c35-1b31-12d2-beb3-45b38089,MIRA 2 BEDROOMS.,2,2,78 m2,8,MIRA,14.623167,121.059649,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0
,"Quezon City, Metro Manila","₱5,000,000.00","(₱ 210,793 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-south-triangle-metro-manila-near-mrt-3-quezon-avenue_4cb582398843-88a1-2222-a6ea-12178089,01912878-fb3f-7777-8f11-651106714ed5,1,1,23.72 m2,2372,"1 Bedroom Condo for sale in South Triangle, Metro Manila near MRT-3 Quezon Avenue",14.6406356,121.0393779,"Glam Residences -EDSA, Quezon City, Brgy, Abenida Epifanio de los Santos, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0
,"Quezon City, Metro Manila","₱7,500,000.00","(₱ 176,471 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-crestmont-south-triangle-metro-manila-near-mrt-3-quezon-avenue_91aa96b71eda-481e-11c5-b098-8168473d,c6251381-109e-4d88-b815-fcb82e30ff80,1,1,42.5 m2,14,The Crestmont,14.642647,121.036691,,"['Swimming pool', 'Gym', 'Security', 'Balcony', 'Tennis court', ""Children's area"", 'Elevator']",1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱7,915,440.00","(₱ 202,960 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-suntrust-asmara-damayang-lagi-metro-manila_2c1810fe8014-2d70-e992-1a72-316e7089,806,2,1,39 m2,1,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,,1.0,,,,,,,,,
,"Quezon City, Metro Manila","₱4,562,000.00","(₱ 149,574 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-the-oriana-marilag-metro-manila-near-lrt-2-anonas_2bfbe983e425-69f1-fc25-e930-aa32667f,01/05/24 ORI STUDIO *Boosted*,1,1,30.5 m2,,The Oriana,14.62791,121.068601,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Utility room']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,
,"Quezon City, Metro Manila","₱6,500,000.00","(₱ 282,609 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-south-triangle-metro-manila-near-mrt-3-kamuning_43aa0bdd0e7d-0880-6772-f70f-2cf78089,01912ad7-a92a-7223-9119-c2b9cce9ff65,1,1,23 m2,44,"1 Bedroom Condo for sale in South Triangle, Metro Manila near MRT-3 Kamuning",14.6352318,121.0430302,"Glam Residences (SMDC), Sgt. Esguerra Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Terrace', 'Water', 'Alarm', 'Cellar', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1.0,,1.0,,,,1.0,,,,1.0,
,"Quezon City, Metro Manila","₱6,800,000.00","(₱ 174,359 / m2)",https://www.dotproperty.com.ph/1-bedroom-condo-for-sale-in-matandang-balara-metro-manila_8254474,9ae7e9c0-c0ce-4f5f-ab81-587a93c19120,1,1,39 m2,5,"1 Bedroom Condo for sale in Batasan Hills, Metro Manila",14.6765861,121.0872741,"The Residences at Commonwealth by Century, Don Antonio Drive, Matandang Balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0
