title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Swimming pool,Air conditioning,Gym,Internet,Security,Car park,Garden,Balcony,Tennis court,Children's area,Equipped kitchen,Electricity,Concierge,Elevator,Roof garden,Water,Alarm,Access for the disabled,Guardhouse,Built-in kitchen,Utility room,Video cable,Patio,Cistern,Panoramic view,Library,Terrace,Heating,Fireplace,Built-in wardrobe,Cellar,Grill,Hot Tub,Natural gas,Office,Sauna
,"Quezon City, Metro Manila","₱4,502,880.00","(₱ 187,620 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-suntrust-amadea-paligsahan-metro-manila_1a0ac7f40c5b-beef-8ee2-33f7-55df7089,804,1,1,24 m2,1,SUNTRUST AMADEA,14.632222,121.019609,Quezon Ave.,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', ""Children's area"", 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,
,"Quezon City, Metro Manila","₱101,700,000.00","(₱ 236,512 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-condo-for-sale-in-kaunlaran-metro-manila-near-lrt-2-betty-go-belmonte_508d091e3b1c-0e11-1532-a24d-43909089,FS 801H,5,5,430 m2,3,"5 Bedroom Condo for sale in Kaunlaran, Metro Manila near LRT-2 Betty Go-Belmonte",14.6153286,121.0402657,"One Balete, N. Domingo, New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_943f802247a9-7b0e-f552-e9a1-1e117089,PH00128,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_58e3c03d1ecf-8b0e-f552-947c-9f117089,PH00116,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱18,000,000.00","(₱ 255,319 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-in-bagumbayan-metro-manila_55ec9865e15a-684e-6165-420a-37e71185,PRO 245,2,3,70.5 m2,,"2 Bedroom Condo for sale in Bagumbayan, Metro Manila",14.6074954,121.0814775,"Eastwood Global Plaza, Bagumbayan, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Garden', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Roof garden', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Built-in kitchen', 'Video cable']",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,,,1.0,,,,,1.0,,,,,,1.0
,"Quezon City, Metro Manila","₱15,000,000.00","(₱ 326,087 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-ugong-norte-metro-manila_f3188c200c7c-a7de-9902-e669-13257089,9493954622,1,1,46 m2,46,"1 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.5922325,121.0809462,"Bridgetowne Destination Estate, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_b46002e46504-91ce-f662-477b-49857089,PH00104,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_b9ef2f8c1e35-91ce-f662-d900-ba957089,PH00103,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_7703ee728666-91ce-f662-6f34-fa957089,PH00101,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,,,,
,"Quezon City, Metro Manila","₱15,640,859.00","(₱ 340,019 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-ugong-norte-metro-manila_1d93779f4579-b451-5332-104f-039d9089,0190c069-a598-7664-845e-0245a02260c8,1,1,46 m2,8,"1 Bedroom Condo for sale in Ugong Norte, Metro Manila",14.5922325,121.0809462,"Bridgetowne, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen']",1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,,,,1.0,1.0,,,1.0,,,,,,1.0
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_ecd8c5d6a82e-93ef-1442-27f2-03ce7089,PH00170,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_052c1ef3e8af-93ef-1442-e00c-83ce7089,PH00169,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_eaf844cc752f-93ef-1442-1044-93ce7089,PH00168,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_a1b4923639f0-93ef-1442-1bce-b4ce7089,PH00167,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_fd3656c2d990-93ef-1442-51a9-c4ce7089,PH00166,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_2473760a2bc1-93ef-1442-f600-e4ce7089,PH00165,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_13513ce7c341-93ef-1442-8c08-f4ce7089,PH00164,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_2dd3dfdfc862-93ef-1442-93b3-34ce7089,PH00162,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_ae59be2a1453-93ef-1442-aa4d-84ce7089,PH00160,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_355f1b8de8e0-27d1-1dd2-f9ed-bfde7089,PH00154,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_1dffe250e940-27d1-1dd2-d2ab-dfde7089,PH00153,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_1393bdae2211-27d1-1dd2-52f3-ffde7089,PH00152,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_fad108d14821-27d1-1dd2-ce67-1fde7089,PH00151,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_98dd66c36d13-27d1-1dd2-48e9-00de7089,PH00148,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_7cc89caaeb33-27d1-1dd2-90ee-40de7089,PH00147,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_9c0c82f12405-27d1-1dd2-5146-21de7089,PH00144,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_9693f2c70f66-27d1-1dd2-9c4d-71de7089,PH00141,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱9,550,000.00","(₱ 235,802 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-mira-san-roque-metro-manila-near-lrt-2-anonas_3c1aa97fde49-6731-fdd2-45cd-7d3d8089,MIRA 1 BEDROOM,1,1,40.5 m2,10,MIRA,14.623167,121.059649,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_cde9d3b37246-b6d1-1aa2-b57a-2d007089,PH00139,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_8ded2d19a917-b6d1-1aa2-47e3-3d007089,PH00138,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱11,074,086.00","(₱ 256,404 / m2)",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-in-primehomes-capitol-hills-matandang-balara-metro-manila_8b49d86da998-b6d1-1aa2-3999-8d007089,PH00135,1,1,43.19 m2,11,Primehomes Capitol Hills,14.66556,121.077293,,"['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Concierge', 'Elevator', 'Water', 'Patio', 'Alarm', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,,,,,,,,,,,,
